No.					Name				Type1				Type2				Normal_Ability1		Normal_Ability2		Hidden_Ability		Catch_Rate			Egg_Group1			Egg_Group2			Egg_Cycle			Height(m)			Weight(kg)			HP					Attack				Defense				Spcial_Attack		Spcial_Defense		Speed				Total				
379					Registeel			Steel				Unknown				Clear_Body			Unknown				Light_Metal			3					Undiscovered		Unknown				20560				1.9					205.0				80					75					150					75					150					50					580					
380					Latias				Dragon				Psychic				Levitate			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.4					40.0				80					80					90					110					130					110					600					
381					Latios				Dragon				Psychic				Levitate			Unknown				Unknown				3					Undiscovered		Unknown				30840				2.0					60.0				80					90					80					130					110					110					600					
382					Kyogre				Water				Unknown				Drizzle				Unknown				Unknown				3					Undiscovered		Unknown				30840				4.5					352.0				100					100					90					150					140					90					670					
383					Groudon				Ground				Unknown				Drought				Unknown				Unknown				3					Undiscovered		Unknown				30840				3.5					950.0				100					150					140					100					90					90					670					
384					Rayquaza			Dragon				Flying				Air_Lock			Unknown				Unknown				45					Undiscovered		Unknown				30840				7.0					206.5				105					150					90					150					90					95					680					
385					Jirachi				Steel				Psychic				Serene_Grace		Unknown				Unknown				3					Undiscovered		Unknown				30840				0.3					1.1					100					100					100					100					100					100					600					
386					Deoxys				Psychic				Unknown				Pressure			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.7					60.8				50					150					50					150					50					150					600					
387					Turtwig				Grass				Unknown				Overgrow			Unknown				Shell_Armor			45					Monster				Grass				5140				0.4					10.2				55					68					64					45					55					31					318					
388					Grotle				Grass				Unknown				Overgrow			Unknown				Shell_Armor			45					Monster				Grass				5140				1.1					97.0				75					89					85					55					65					36					405					
389					Torterra			Grass				Ground				Overgrow			Unknown				Shell_Armor			45					Monster				Grass				5140				2.2					310.0				95					109					105					75					85					56					525					
390					Chimchar			Fire				Unknown				Blaze				Unknown				Iron_Fist			45					Field				Human-Like			5140				0.5					6.2					44					58					44					58					44					61					309					
391					Monferno			Fire				Fighting			Blaze				Unknown				Iron_Fist			45					Field				Human-Like			5140				0.9					22.0				64					78					52					78					52					81					405					
392					Infernape			Fire				Fighting			Blaze				Unknown				Iron_Fist			45					Field				Human-Like			5140				1.2					55.0				76					104					71					104					71					108					534					
393					Piplup				Water				Unknown				Torrent				Unknown				Defiant				45					Water_1				Field				5140				0.4					5.2					53					51					53					61					56					40					314					
394					Prinplup			Water				Unknown				Torrent				Unknown				Defiant				45					Water_1				Field				5140				0.8					23.0				64					66					68					81					76					50					405					
395					Empoleon			Water				Steel				Torrent				Unknown				Defiant				45					Water_1				Field				5140				1.7					84.5				84					86					88					111					101					60					530					
396					Starly				Normal				Flying				Keen_Eye			Unknown				Reckless			255					Flying				Unknown				3855				0.3					2.0					40					55					30					30					30					60					245					
397					Staravia			Normal				Flying				Intimidate			Unknown				Reckless			120					Flying				Unknown				3855				0.6					15.5				55					75					50					40					40					80					340					
398					Staraptor			Normal				Flying				Intimidate			Unknown				Reckless			45					Flying				Unknown				3855				1.2					24.9				85					120					70					50					50					100					475					
399					Bidoof				Normal				Unknown				Simple				Unaware				Moody				255					Water_1				Field				3855				0.5					20.0				59					45					40					35					40					31					250					
400					Bibarel				Normal				Water				Simple				Unaware				Moody				127					Water_1				Field				3855				1.0					31.5				79					85					60					55					60					71					410					
401					Kricketot			Bug					Unknown				Shed_Skin			Unknown				Run_Away			255					Bug					Unknown				3855				0.3					2.2					37					25					41					25					41					25					194					
402					Kricketune			Bug					Unknown				Swarm				Unknown				Technician			45					Bug					Unknown				3855				1.0					25.5				77					85					51					55					51					65					384					
403					Shinx				Electric			Unknown				Rivalry				Intimidate			Guts				235					Field				Unknown				5140				0.5					9.5					45					65					34					40					34					45					263					
404					Luxio				Electric			Unknown				Rivalry				Intimidate			Guts				120					Field				Unknown				5140				0.9					30.5				60					85					49					60					49					60					363					
405					Luxray				Electric			Unknown				Rivalry				Intimidate			Guts				45					Field				Unknown				5140				1.4					42.0				80					120					79					95					79					70					523					
406					Budew				Grass				Poison				Natural_Cure		Poison_Point		Leaf_Guard			255					Undiscovered		Unknown				5140				0.2					1.2					40					30					35					50					70					55					280					
407					Roserade			Grass				Poison				Natural_Cure		Poison_Point		Technician			75					Fairy				Grass				5140				0.9					14.5				60					70					55					125					105					90					505					
408					Cranidos			Rock				Unknown				Mold_Breaker		Unknown				Sheer_Force			45					Monster				Unknown				7710				0.9					31.5				67					125					40					30					30					58					350					
409					Rampardos			Rock				Unknown				Mold_Breaker		Unknown				Sheer_Force			45					Monster				Unknown				7710				1.6					102.5				97					165					60					65					50					58					495					
410					Shieldon			Rock				Steel				Sturdy				Unknown				Soundproof			45					Monster				Unknown				7710				0.5					57.0				30					42					118					42					88					30					350					
411					Bastiodon			Rock				Steel				Sturdy				Unknown				Soundproof			45					Monster				Unknown				7710				1.3					149.5				60					52					168					47					138					30					495					
412					Burmy				Bug					Unknown				Shed_Skin			Unknown				Overcoat			120					Bug					Unknown				3855				0.2					3.4					40					29					45					29					45					36					224					
413					Wormadam			Bug					Grass				Anticipation		Unknown				Overcoat			45					Bug					Unknown				3855				0.5					6.5					60					59					85					79					105					36					424					
414					Mothim				Bug					Flying				Swarm				Unknown				Tinted_Lens			45					Bug					Unknown				3855				0.9					23.3				70					94					50					94					50					66					424					
415					Combee				Bug					Flying				Honey_Gather		Unknown				Hustle				120					Bug					Unknown				3855				0.3					5.5					30					30					42					30					42					70					244					
416					Vespiquen			Bug					Flying				Pressure			Unknown				Unnerve				45					Bug					Unknown				3855				1.2					38.5				70					80					102					80					102					40					474					
417					Pachirisu			Electric			Unknown				Run_Away			Pickup				Volt_Absorb			200					Field				Fairy				2570				0.4					3.9					60					45					70					45					90					95					405					
418					Buizel				Water				Unknown				Swift_Swim			Unknown				Water_Veil			190					Water_1				Field				5140				0.7					29.5				55					65					35					60					30					85					330					
419					Floatzel			Water				Unknown				Swift_Swim			Unknown				Water_Veil			75					Water_1				Field				5140				1.1					33.5				85					105					55					85					50					115					495					
420					Cherubi				Grass				Unknown				Chlorophyll			Unknown				Unknown				190					Fairy				Grass				5140				0.4					3.3					45					35					45					62					53					35					275					
421					Cherrim				Grass				Unknown				Flower_Gift			Unknown				Unknown				75					Fairy				Grass				5140				0.5					9.3					70					60					70					87					78					85					450					
422					Shellos				Water				Unknown				Sticky_Hold			Storm_Drain			Sand_Force			190					Water_1				Amorphous			5140				0.3					6.3					76					48					48					57					62					34					325					
423					Gastrodon			Water				Ground				Sticky_Hold			Storm_Drain			Sand_Force			75					Water_1				Amorphous			5140				0.9					29.9				111					83					68					92					82					39					475					
424					Ambipom				Normal				Unknown				Technician			Pickup				Skill_Link			45					Field				Unknown				5140				1.2					20.3				75					100					66					60					66					115					482					
425					Drifloon			Ghost				Flying				Aftermath			Unburden			Flare_Boost			125					Amorphous			Unknown				7710				0.4					1.2					90					50					34					60					44					70					348					
426					Drifblim			Ghost				Flying				Aftermath			Unburden			Flare_Boost			60					Amorphous			Unknown				7710				1.2					15.0				150					80					44					90					54					80					498					
427					Buneary				Normal				Unknown				Run_Away			Klutz				Limber				190					Field				Human-Like			5140				0.4					5.5					55					66					44					44					56					85					350					
428					Lopunny				Normal				Unknown				Cute_Charm			Klutz				Limber				60					Field				Human-Like			5140				1.2					33.3				65					76					84					54					96					105					480					
429					Mismagius			Ghost				Unknown				Levitate			Unknown				Unknown				45					Amorphous			Unknown				6425				0.9					4.4					60					60					60					105					105					105					495					
430					Honchkrow			Dark				Flying				Insomnia			Super_Luck			Moxie				30					Flying				Unknown				5140				0.9					27.3				100					125					52					105					52					71					505					
431					Glameow				Normal				Unknown				Limber				Own_Tempo			Keen_Eye			190					Field				Unknown				5140				0.5					3.9					49					55					42					42					37					85					310					
432					Purugly				Normal				Unknown				Thick_Fat			Own_Tempo			Defiant				75					Field				Unknown				5140				1.0					43.8				71					82					64					64					59					112					452					
433					Chingling			Psychic				Unknown				Levitate			Unknown				Unknown				120					Undiscovered		Unknown				6425				0.2					0.6					45					30					50					65					50					45					285					
434					Stunky				Poison				Dark				Stench				Aftermath			Keen_Eye			225					Field				Unknown				5140				0.4					19.2				63					63					47					41					41					74					329					
435					Skuntank			Poison				Dark				Stench				Aftermath			Keen_Eye			60					Field				Unknown				5140				1.0					38.0				103					93					67					71					61					84					479					
436					Bronzor				Steel				Psychic				Levitate			Heatproof			Heavy_Metal			255					Mineral				Unknown				5140				0.5					60.5				57					24					86					24					86					23					300					
437					Bronzong			Steel				Psychic				Levitate			Heatproof			Heavy_Metal			90					Mineral				Unknown				5140				1.3					187.0				67					89					116					79					116					33					500					
438					Bonsly				Rock				Unknown				Sturdy				Rock_Head			Rattled				255					Undiscovered		Unknown				5140				0.5					15.0				50					80					95					10					45					10					290					
439					Mime_Jr.			Psychic				Fairy				Soundproof			Filter				Technician			145					Undiscovered		Unknown				6425				0.6					13.0				20					25					45					70					90					60					310					
440					Happiny				Normal				Unknown				Natural_Cure		Serene_Grace		Friend_Guard		130					Undiscovered		Unknown				10280				0.6					24.4				100					5					5					15					65					30					220					
441					Chatot				Normal				Flying				Keen_Eye			Tangled_Feet		Big_Pecks			30					Flying				Unknown				5140				0.5					1.9					76					65					45					92					42					91					411					
442					Spiritomb			Ghost				Dark				Pressure			Unknown				Infiltrator			100					Amorphous			Unknown				7710				1.0					108.0				50					92					108					92					108					35					485					
443					Gible				Dragon				Ground				Sand_Veil			Unknown				Rough_Skin			45					Monster				Dragon				10280				0.7					20.5				58					70					45					40					45					42					300					
444					Gabite				Dragon				Ground				Sand_Veil			Unknown				Rough_Skin			45					Monster				Dragon				10280				1.4					56.0				68					90					65					50					55					82					410					
445					Garchomp			Dragon				Ground				Sand_Veil			Unknown				Rough_Skin			45					Monster				Dragon				10280				1.9					95.0				108					130					95					80					85					102					600					
446					Munchlax			Normal				Unknown				Pickup				Thick_Fat			Gluttony			50					Undiscovered		Unknown				10280				0.6					105.0				135					85					40					40					85					5					390					
447					Riolu				Fighting			Unknown				Steadfast			Inner_Focus			Prankster			75					Undiscovered		Unknown				6425				0.7					20.2				40					70					40					35					40					60					285					
448					Lucario				Fighting			Steel				Steadfast			Inner_Focus			Justified			45					Field				Human-Like			6425				1.2					54.0				70					110					70					115					70					90					525					
449					Hippopotas			Ground				Unknown				Sand_Stream			Unknown				Sand_Force			140					Field				Unknown				7710				0.8					49.5				68					72					78					38					42					32					330					
450					Hippowdon			Ground				Unknown				Sand_Stream			Unknown				Sand_Force			60					Field				Unknown				7710				2.0					300.0				108					112					118					68					72					47					525					
451					Skorupi				Poison				Bug					Battle_Armor		Sniper				Keen_Eye			120					Bug					Water_3				5140				0.8					12.0				40					50					90					30					55					65					330					
452					Drapion				Poison				Dark				Battle_Armor		Sniper				Keen_Eye			45					Bug					Water_3				5140				1.3					61.5				70					90					110					60					75					95					500					
453					Croagunk			Poison				Fighting			Anticipation		Dry_Skin			Poison_Touch		140					Human-Like			Unknown				2570				0.7					23.0				48					61					40					61					40					50					300					
454					Toxicroak			Poison				Fighting			Anticipation		Dry_Skin			Poison_Touch		75					Human-Like			Unknown				5140				1.3					44.4				83					106					65					86					65					85					490					
455					Carnivine			Grass				Unknown				Levitate			Unknown				Unknown				200					Grass				Unknown				6425				1.4					27.0				74					100					72					90					72					46					454					
456					Finneon				Water				Unknown				Swift_Swim			Storm_Drain			Water_Veil			190					Water_2				Unknown				5140				0.4					7.0					49					49					56					49					61					66					330					
457					Lumineon			Water				Unknown				Swift_Swim			Storm_Drain			Water_Veil			75					Water_2				Unknown				5140				1.2					24.0				69					69					76					69					86					91					460					
458					Mantyke				Water				Flying				Swift_Swim			Water_Absorb		Water_Veil			25					Undiscovered		Unknown				6425				1.0					65.0				45					20					50					60					120					50					345					
459					Snover				Grass				Ice					Snow_Warning		Unknown				Soundproof			120					Monster				Grass				5140				1.0					50.5				60					62					50					62					60					40					334					
460					Abomasnow			Grass				Ice					Snow_Warning		Unknown				Soundproof			60					Monster				Grass				5140				2.2					135.5				90					92					75					92					85					60					494					
461					Weavile				Dark				Ice					Pressure			Unknown				Pickpocket			45					Field				Unknown				5140				1.1					34.0				70					120					65					45					85					125					510					
462					Magnezone			Electric			Steel				Magnet_Pull			Sturdy				Analytic			30					Mineral				Unknown				5140				1.2					180.0				70					70					115					130					90					60					535					
463					Lickilicky			Normal				Unknown				Own_Tempo			Oblivious			Cloud_Nine			30					Monster				Unknown				5140				1.7					140.0				110					85					95					80					95					50					515					
464					Rhyperior			Ground				Rock				Lightning_Rod		Solid_Rock			Reckless			30					Monster				Field				5140				2.4					282.8				115					140					130					55					55					40					535					
465					Tangrowth			Grass				Unknown				Chlorophyll			Leaf_Guard			Regenerator			30					Grass				Unknown				5140				2.0					128.6				100					100					125					110					50					50					535					
466					Electivire			Electric			Unknown				Motor_Drive			Unknown				Vital_Spirit		30					Human-Like			Unknown				6425				1.8					138.6				75					123					67					95					85					95					540					
467					Magmortar			Fire				Unknown				Flame_Body			Unknown				Vital_Spirit		30					Human-Like			Unknown				6425				1.6					68.0				75					95					67					125					95					83					540					
468					Togekiss			Fairy				Flying				Hustle				Serene_Grace		Super_Luck			30					Flying				Fairy				2570				1.5					38.0				85					50					95					120					115					80					545					
469					Yanmega				Bug					Flying				Speed_Boost			Tinted_Lens			Frisk				30					Bug					Unknown				5140				1.9					51.5				86					76					86					116					56					95					515					
470					Leafeon				Grass				Unknown				Leaf_Guard			Unknown				Chlorophyll			45					Field				Unknown				8995				1.0					25.5				65					110					130					60					65					95					525					
471					Glaceon				Ice					Unknown				Snow_Cloak			Unknown				Ice_Body			45					Field				Unknown				8995				0.8					25.9				65					60					110					130					95					65					525					
472					Gliscor				Ground				Flying				Hyper_Cutter		Sand_Veil			Poison_Heal			30					Bug					Unknown				5140				2.0					42.5				75					95					125					45					75					95					510					
473					Mamoswine			Ice					Ground				Oblivious			Snow_Cloak			Thick_Fat			50					Field				Unknown				5140				2.5					291.0				110					130					80					70					60					80					530					
474					Porygon-Z			Normal				Unknown				Adaptability		Download			Analytic			30					Mineral				Unknown				5140				0.9					34.0				85					80					70					135					75					90					535					
475					Gallade				Psychic				Fighting			Steadfast			Unknown				Justified			45					Amorphous			Unknown				5140				1.6					52.0				68					125					65					65					115					80					518					
476					Probopass			Rock				Steel				Sturdy				Magnet_Pull			Sand_Force			60					Mineral				Unknown				5140				1.4					340.0				60					55					145					75					150					40					525					
477					Dusknoir			Ghost				Unknown				Pressure			Unknown				Frisk				45					Amorphous			Unknown				6425				2.2					106.6				45					100					135					65					135					45					525					
478					Froslass			Ice					Ghost				Snow_Cloak			Unknown				Cursed_Body			75					Fairy				Mineral				5140				1.3					26.6				70					80					70					80					70					110					480					
479					Rotom				Electric			Ghost				Levitate			Unknown				Unknown				45					Amorphous			Unknown				5140				0.3					0.3					50					50					77					95					77					91					440					
480					Uxie				Psychic				Unknown				Levitate			Unknown				Unknown				3					Undiscovered		Unknown				20560				0.3					0.3					75					75					130					75					130					95					580					
481					Mesprit				Psychic				Unknown				Levitate			Unknown				Unknown				3					Undiscovered		Unknown				20560				0.3					0.3					80					105					105					105					105					80					580					
482					Azelf				Psychic				Unknown				Levitate			Unknown				Unknown				3					Undiscovered		Unknown				20560				0.3					0.3					75					125					70					125					70					115					580					
483					Dialga				Steel				Dragon				Pressure			Unknown				Telepathy			3					Undiscovered		Unknown				30840				5.4					683.0				100					120					120					150					100					90					680					
484					Palkia				Water				Dragon				Pressure			Unknown				Telepathy			3					Undiscovered		Unknown				30840				4.2					336.0				90					120					100					150					120					100					680					
485					Heatran				Fire				Steel				Flash_Fire			Unknown				Flame_Body			3					Undiscovered		Unknown				2570				1.7					430.0				91					90					106					130					106					77					600					
486					Regigigas			Normal				Unknown				Slow_Start			Unknown				Unknown				3					Undiscovered		Unknown				30840				3.7					420.0				110					160					110					80					110					100					670					
487					Giratina			Ghost				Dragon				Pressure			Unknown				Telepathy			3					Undiscovered		Unknown				30840				4.5					750.0				150					100					120					100					120					90					680					
488					Cresselia			Psychic				Unknown				Levitate			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.5					85.6				120					70					120					75					130					85					600					
489					Phione				Water				Unknown				Hydration			Unknown				Unknown				30					Water_1				Fairy				10280				0.4					3.1					80					80					80					80					80					80					480					
490					Manaphy				Water				Unknown				Hydration			Unknown				Unknown				3					Water_1				Fairy				2570				0.3					1.4					100					100					100					100					100					100					600					
491					Darkrai				Dark				Unknown				Bad_Dreams			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.5					50.5				70					90					90					135					90					125					600					
492					Shaymin				Grass				Unknown				Natural_Cure		Unknown				Unknown				45					Undiscovered		Unknown				30840				0.2					2.1					100					100					100					100					100					100					600					
493					Arceus				Normal				Unknown				Multitype			Unknown				Unknown				3					Undiscovered		Unknown				30840				3.2					320.0				120					120					120					120					120					120					720					
494					Victini				Psychic				Fire				Victory_Star		Unknown				Unknown				3					Undiscovered		Unknown				30840				0.4					4.0					100					100					100					100					100					100					600					
495					Snivy				Grass				Unknown				Overgrow			Unknown				Contrary			45					Field				Grass				5140				0.6					8.1					45					45					55					45					55					63					308					
496					Servine				Grass				Unknown				Overgrow			Unknown				Contrary			45					Field				Grass				5140				0.8					16					60					60					75					60					75					83					413					
497					Serperior			Grass				Unknown				Overgrow			Unknown				Contrary			45					Field				Grass				5140				3.3					63.0				75					75					95					75					95					113					528					
498					Tepig				Fire				Unknown				Blaze				Unknown				Thick_Fat			45					Field				Unknown				5140				0.5					9.9					65					63					45					45					45					45					308					
499					Pignite				Fire				Fighting			Blaze				Unknown				Thick_Fat			45					Field				Unknown				5140				1.0					55.5				90					93					55					70					55					55					418					
500					Emboar				Fire				Fighting			Blaze				Unknown				Reckless			45					Field				Unknown				5140				1.6					150.0				110					123					65					100					65					65					528					
501					Oshawott			Water				Unknown				Torrent				Unknown				Shell_Armor			45					Field				Unknown				5140				0.5					5.9					55					55					45					63					45					45					308					
502					Dewott				Water				Unknown				Torrent				Unknown				Shell_Armor			45					Field				Unknown				5140				0.8					24.5				75					75					60					83					60					60					413					
503					Samurott			Water				Unknown				Torrent				Unknown				Shell_Armor			45					Field				Unknown				5140				1.5					94.6				95					100					85					108					70					70					528					
504					Patrat				Normal				Unknown				Run_Away			Keen_Eye			Analytic			255					Field				Unknown				3855				0.5					11.6				45					55					39					35					39					42					255					
505					Watchog				Normal				Unknown				Illuminate			Keen_Eye			Analytic			255					Field				Unknown				5140				1.1					27.0				60					85					69					60					69					77					420					
506					Lillipup			Normal				Unknown				Vital_Spirit		Pickup				Run_Away			255					Field				Unknown				3855				0.4					4.1					45					60					45					25					45					55					275					
507					Herdier				Normal				Unknown				Intimidate			Sand_Rush			Scrappy				120					Field				Unknown				3855				0.9					14.7				65					80					65					35					65					60					370					
508					Stoutland			Normal				Unknown				Intimidate			Sand_Rush			Scrappy				45					Field				Unknown				3855				1.2					61.0				85					100					90					45					90					80					490					
509					Purrloin			Dark				Unknown				Limber				Unburden			Prankster			255					Field				Unknown				5140				0.4					10.1				41					50					37					50					37					66					281					
510					Liepard				Dark				Unknown				Limber				Unburden			Prankster			90					Field				Unknown				5140				1.1					37.5				64					88					50					88					50					106					446					
511					Pansage				Grass				Unknown				Gluttony			Unknown				Overgrow			190					Field				Unknown				5140				0.6					10.5				50					53					48					53					48					64					316					
512					Simisage			Grass				Unknown				Gluttony			Unknown				Overgrow			75					Field				Unknown				5140				1.1					30.5				75					98					63					98					63					101					498					
513					Pansear				Fire				Unknown				Gluttony			Unknown				Blaze				190					Field				Unknown				5140				0.6					11.0				50					53					48					53					48					64					316					
514					Simisear			Fire				Unknown				Gluttony			Unknown				Blaze				75					Field				Unknown				5140				1.0					28.0				75					98					63					98					63					101					498					
515					Panpour				Water				Unknown				Gluttony			Unknown				Torrent				190					Field				Unknown				5140				0.6					13.5				50					53					48					53					48					64					316					
516					Simipour			Water				Unknown				Gluttony			Unknown				Torrent				75					Field				Unknown				5140				1.0					29.0				75					98					63					98					63					101					498					
517					Munna				Psychic				Unknown				Forewarn			Synchronize			Telepathy			190					Field				Unknown				2570				0.6					23.3				76					25					45					67					55					24					292					
518					Musharna			Psychic				Unknown				Forewarn			Synchronize			Telepathy			75					Field				Unknown				2570				1.1					60.5				116					55					85					107					95					29					487					
519					Pidove				Normal				Flying				Big_Pecks			Super_Luck			Rivalry				255					Flying				Unknown				3855				0.3					2.1					50					55					50					36					30					43					264					
520					Tranquill			Normal				Flying				Big_Pecks			Super_Luck			Rivalry				120					Flying				Unknown				3855				0.6					15.0				62					77					62					50					42					65					358					
521					Unfezant			Normal				Flying				Big_Pecks			Super_Luck			Rivalry				45					Flying				Unknown				3855				1.2					29.0				80					105					80					65					55					93					478					
522					Blitzle				Electric			Unknown				Lightning_Rod		Motor_Drive			Sap_Sipper			190					Field				Unknown				5140				0.8					29.8				45					60					32					50					32					76					295					
523					Zebstrika			Electric			Unknown				Lightning_Rod		Motor_Drive			Sap_Sipper			75					Field				Unknown				5140				1.6					79.5				75					100					63					80					63					116					497					
524					Roggenrola			Rock				Unknown				Sturdy				Weak_Armor			Sand_Force			255					Mineral				Unknown				3855				0.4					18.0				55					75					85					25					25					15					280					
525					Boldore				Rock				Unknown				Sturdy				Weak_Armor			Sand_Force			120					Mineral				Unknown				3855				0.9					102.0				70					105					105					50					40					20					390					
526					Gigalith			Rock				Unknown				Sturdy				Sand_Stream			Sand_Force			45					Mineral				Unknown				3855				1.7					260.0				85					135					130					60					70					25					505					
527					Woobat				Psychic				Flying				Unaware				Klutz				Simple				190					Field				Flying				3855				0.4					2.1					55					45					43					55					43					72					313					
528					Swoobat				Psychic				Flying				Unaware				Klutz				Simple				45					Field				Flying				3855				0.9					10.5				67					57					55					77					55					114					425					
529					Drilbur				Ground				Unknown				Sand_Rush			Sand_Force			Mold_Breaker		120					Field				Unknown				5140				0.3					8.5					60					85					40					30					45					68					328					
530					Excadrill			Ground				Steel				Sand_Rush			Sand_Force			Mold_Breaker		60					Field				Unknown				5140				0.7					40.4				110					135					60					50					65					88					508					
531					Audino				Normal				Unknown				Healer				Regenerator			Klutz				255					Fairy				Unknown				5140				1.1					31.0				103					60					86					60					86					50					445					
532					Timburr				Fighting			Unknown				Guts				Sheer_Force			Iron_Fist			180					Human-Like			Unknown				5140				0.6					12.5				75					80					55					25					35					35					305					
533					Gurdurr				Fighting			Unknown				Guts				Sheer_Force			Iron_Fist			90					Human-Like			Unknown				5140				1.2					40.0				85					105					85					40					50					40					405					
534					Conkeldurr			Fighting			Unknown				Guts				Sheer_Force			Iron_Fist			45					Human-Like			Unknown				5140				1.4					87.0				105					140					95					55					65					45					505					
535					Tympole				Water				Unknown				Swift_Swim			Hydration			Water_Absorb		255					Water_1				Unknown				5140				0.5					4.5					50					50					40					50					40					64					294					
536					Palpitoad			Water				Ground				Swift_Swim			Hydration			Water_Absorb		120					Water_1				Unknown				5140				0.8					17.0				75					65					55					65					55					69					384					
537					Seismitoad			Water				Ground				Swift_Swim			Poison_Touch		Water_Absorb		45					Water_1				Unknown				5140				1.5					62.0				105					85					75					85					75					74					499					
538					Throh				Fighting			Unknown				Guts				Inner_Focus			Mold_Breaker		45					Human-Like			Unknown				5140				1.3					55.5				120					100					85					30					85					45					465					
539					Sawk				Fighting			Unknown				Sturdy				Inner_Focus			Mold_Breaker		45					Human-Like			Unknown				5140				1.4					51.0				75					125					75					30					75					85					465					
540					Sewaddle			Bug					Grass				Swarm				Chlorophyll			Overcoat			255					Bug					Unknown				3855				0.3					2.5					45					53					70					40					60					42					310					
541					Swadloon			Bug					Grass				Leaf_Guard			Chlorophyll			Overcoat			120					Bug					Unknown				3855				0.5					7.3					55					63					90					50					80					42					380					
542					Leavanny			Bug					Grass				Swarm				Chlorophyll			Overcoat			45					Bug					Unknown				3855				1.2					20.5				75					103					80					70					70					92					490					
543					Venipede			Bug					Poison				Poison_Point		Swarm				Speed_Boost			255					Bug					Unknown				3855				0.4					5.3					30					45					59					30					39					57					260					
544					Whirlipede			Bug					Poison				Poison_Point		Swarm				Speed_Boost			120					Bug					Unknown				3855				1.2					58.5				40					55					99					40					79					47					360					
545					Scolipede			Bug					Poison				Poison_Point		Swarm				Speed_Boost			45					Bug					Unknown				5140				2.5					200.5				60					90					89					55					69					112					475					
546					Cottonee			Grass				Fairy				Prankster			Infiltrator			Chlorophyll			190					Grass				Fairy				5140				0.3					0.6					40					27					60					37					50					66					280					
547					Whimsicott			Grass				Fairy				Prankster			Infiltrator			Chlorophyll			75					Grass				Fairy				5140				0.7					6.6					60					67					85					77					75					116					480					
548					Petilil				Grass				Unknown				Chlorophyll			Own_Tempo			Leaf_Guard			190					Grass				Unknown				5140				0.5					6.6					45					35					50					70					50					30					280					
549					Lilligant			Grass				Unknown				Chlorophyll			Own_Tempo			Leaf_Guard			75					Grass				Unknown				5140				1.1					16.3				70					60					75					110					75					90					480					
550					Basculin			Water				Unknown				Reckless			Adaptability		Mold_Breaker		25					Water_2				Unknown				10280				1.0					18.0				70					92					65					80					55					98					460					
551					Sandile				Ground				Dark				Intimidate			Moxie				Anger_Point			180					Field				Unknown				5140				0.7					15.2				50					72					35					35					35					65					292					
552					Krokorok			Ground				Dark				Intimidate			Moxie				Anger_Point			90					Field				Unknown				5140				1.0					33.4				60					82					45					45					45					74					351					
553					Krookodile			Ground				Dark				Intimidate			Moxie				Anger_Point			45					Field				Unknown				5140				1.5					96.3				95					117					70					65					70					92					509					
554					Darumaka			Fire				Unknown				Hustle				Unknown				Inner_Focus			120					Field				Unknown				5140				0.6					37.5				70					90					45					15					45					50					315					
555					Darmanitan			Fire				Unknown				Sheer_Force			Unknown				Zen_Mode			60					Field				Unknown				5140				1.3					92.9				105					140					55					30					55					95					480					
556					Maractus			Grass				Unknown				Water_Absorb		Chlorophyll			Storm_Drain			255					Grass				Unknown				5140				1.0					28.0				75					86					67					106					67					60					461					
557					Dwebble				Bug					Rock				Sturdy				Shell_Armor			Weak_Armor			190					Bug					Mineral				5140				0.3					14.5				50					65					85					35					35					55					325					
558					Crustle				Bug					Rock				Sturdy				Shell_Armor			Weak_Armor			75					Bug					Mineral				5140				1.4					200.0				70					95					125					65					75					45					475					
559					Scraggy				Dark				Fighting			Shed_Skin			Moxie				Intimidate			180					Field				Dragon				3855				0.6					11.8				50					75					70					35					70					48					348					
560					Scrafty				Dark				Fighting			Shed_Skin			Moxie				Intimidate			90					Field				Dragon				3855				1.1					30.0				65					90					115					45					115					58					488					
561					Sigilyph			Psychic				Flying				Wonder_Skin			Magic_Guard			Tinted_Lens			45					Flying				Unknown				5140				1.4					14.0				72					58					80					103					80					97					490					
562					Yamask				Ghost				Unknown				Mummy				Unknown				Unknown				190					Mineral				Amorphous			6425				0.5					1.5					38					30					85					55					65					30					303					
563					Cofagrigus			Ghost				Unknown				Mummy				Unknown				Unknown				90					Mineral				Amorphous			6425				1.7					76.5				58					50					145					95					105					30					483					
564					Tirtouga			Water				Rock				Solid_Rock			Sturdy				Swift_Swim			45					Water_1				Water_3				7710				0.7					16.5				54					78					103					53					45					22					355					
565					Carracosta			Water				Rock				Solid_Rock			Sturdy				Swift_Swim			45					Water_1				Water_3				7710				1.2					81.0				74					108					133					83					65					32					495					
566					Archen				Rock				Flying				Defeatist			Unknown				Unknown				45					Flying				Water_3				7710				0.6					9.5					55					112					45					74					45					70					401					
567					Archeops			Rock				Flying				Defeatist			Unknown				Unknown				45					Flying				Water_3				7710				1.4					32.0				75					140					65					112					65					110					567					
568					Trubbish			Poison				Unknown				Stench				Sticky_Hold			Aftermath			190					Mineral				Unknown				5140				0.6					31.0				50					50					62					40					62					65					329					
569					Garbodor			Poison				Unknown				Stench				Weak_Armor			Aftermath			60					Mineral				Unknown				5140				1.9					107.3				80					95					82					60					82					75					474					
